filename,gps_values,gyro_values,speed,angle,lidar
2024-06-16 16-03-31.778852.png,"['111.55', '155.61', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",25,0,24.220795738783405
2024-06-16 16-03-31.885987.png,"['111.56', '156.52', '0.32']","[' -0.00000', ' -0.00000', '  0.00000']",25,0,23.25019549321503
2024-06-16 16-03-32.008542.png,"['111.56', '157.21', '0.32']","[' -0.00000', ' -0.00000', '  0.00000']",25,0,22.54589927
2024-06-16 16-03-32.116991.png,"['111.56', '157.70', '0.32']","['  0.00000', ' -0.00000', ' -0.00000']",25,0,22.05959123512292
2024-06-16 16-03-32.220513.png,"['111.57', '158.88', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,20.881662805663296
2024-06-16 16-03-32.341624.png,"['111.57', '159.57', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,20.18831283529767
2024-06-16 16-03-32.452972.png,"['111.57', '160.06', '0.32']","['  0.00000', ' -0.00000', ' -0.00000']",25,0,19.701858387138728
2024-06-16 16-03-32.556762.png,"['111.57', '161.03', '0.32']","['  0.00000', ' -0.00000', ' -0.00000']",25,0,18.730163977287535
2024-06-16 16-03-32.662826.png,"['111.58', '161.59', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,18.17056096310826
2024-06-16 16-03-32.766786.png,"['111.58', '162.21', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,17.545056435927968
2024-06-16 16-03-32.881188.png,"['111.58', '163.25', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",25,0,16.50412893420283
2024-06-16 16-03-32.987228.png,"['111.59', '163.88', '0.32']","[' -0.00000', ' -0.00000', '  0.00000']",25,0,21.46216473859841
2024-06-16 16-03-33.095194.png,"['111.59', '164.50', '0.32']","[' -0.00000', ' -0.00000', '  0.00000']",25,0,20.839081317094685
2024-06-16 16-03-33.202888.png,"['111.59', '165.13', '0.32']","['  0.00000', ' -0.00000', ' -0.00000']",25,0,20.21460325385774
2024-06-16 16-03-33.313204.png,"['111.60', '165.68', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",25,0,19.65708139
2024-06-16 16-03-33.427270.png,"['111.60', '166.59', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,18.755502809648757
2024-06-16 16-03-33.544332.png,"['111.60', '167.77', '0.32']","['  0.00000', ' -0.00000', ' -0.00000']",25,0,17.574394394788513
2024-06-16 16-03-33.650453.png,"['111.61', '168.32', '0.32']","[' -0.00000', ' -0.00000', '  0.00000']",25,0,17.01771446591391
2024-06-16 16-03-33.771985.png,"['111.61', '169.09', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,16.25409249217259
2024-06-16 16-03-33.877225.png,"['111.61', '169.85', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",25,0,15.490219097727111
2024-06-16 16-03-33.992354.png,"['111.62', '170.34', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",25,0,15.571193676487908
2024-06-16 16-03-34.111413.png,"['111.62', '171.38', '0.32']","[' -0.00000', ' -0.00000', '  0.00000']",25,0,inf
2024-06-16 16-03-34.217744.png,"['111.62', '172.14', '0.32']","['  0.00000', ' -0.00000', ' -0.00000']",25,0,inf
2024-06-16 16-03-34.321923.png,"['111.63', '172.70', '0.32']","['  0.00000', ' -0.00000', ' -0.00000']",25,0,inf
2024-06-16 16-03-34.428854.png,"['111.63', '173.46', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,inf
2024-06-16 16-03-34.533983.png,"['111.63', '174.02', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,inf
2024-06-16 16-03-34.647615.png,"['111.63', '174.85', '0.32']","['  0.00000', ' -0.00000', ' -0.00000']",25,0,inf
2024-06-16 16-03-34.754862.png,"['111.64', '175.75', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,inf
2024-06-16 16-03-34.878268.png,"['111.64', '176.31', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",25,0,inf
2024-06-16 16-03-34.988431.png,"['111.64', '177.14', '0.32']","['  0.00000', ' -0.00000', ' -0.00000']",25,0,inf
2024-06-16 16-03-35.105916.png,"['111.65', '177.90', '0.32']","[' -0.00000', '  0.00298', '  0.00000']",20,0,inf
2024-06-16 16-03-35.216100.png,"['111.65', '178.44', '0.32']","[' -0.00000', '  0.03887', '  0.00000']",15,0,inf
2024-06-16 16-03-35.322464.png,"['111.65', '179.51', '0.33']","['  0.00000', '  0.00083', '  0.00000']",15,0,43.54389813830673
2024-06-16 16-03-35.425306.png,"['111.66', '180.03', '0.33']","[' -0.00000', ' -0.01261', '  0.00000']",10,0,45.55294997
2024-06-16 16-03-35.532366.png,"['111.66', '180.51', '0.32']","[' -0.00000', ' -0.00832', '  0.00000']",10,0,48.484986030618224
2024-06-16 16-03-35.641323.png,"['111.66', '181.11', '0.32']","['  0.00000', '  0.00238', '  0.00000']",10,0,49.22104028821642
2024-06-16 16-03-35.752437.png,"['111.66', '181.60', '0.32']","['  0.00000', '  0.00357', '  0.00000']",10,0,47.94979885154729
2024-06-16 16-03-35.860706.png,"['111.67', '181.89', '0.32']","['  0.00000', '  0.00149', '  0.00000']",10,0,47.44735914025711
2024-06-16 16-03-35.969456.png,"['111.67', '182.42', '0.32']","[' -0.00000', ' -0.00128', '  0.00000']",10,0,47.603821713109475
2024-06-16 16-03-36.085928.png,"['111.67', '182.71', '0.32']","[' -0.00000', ' -0.00087', '  0.00000']",10,0,47.90760475340048
2024-06-16 16-03-36.190691.png,"['111.67', '183.03', '0.32']","[' -0.00000', ' -0.01393', '  0.00000']",10,0,48.77578618340079
2024-06-16 16-03-36.296868.png,"['111.67', '183.33', '0.32']","['  0.00000', ' -0.03588', '  0.00000']",10,0,inf
2024-06-16 16-03-36.415186.png,"['111.67', '183.56', '0.31']","['  0.00000', ' -0.01262', ' -0.00000']",10,0,inf
2024-06-16 16-03-36.519050.png,"['111.67', '183.86', '0.31']","['  0.00000', '  0.01145', ' -0.00000']",10,0,inf
2024-06-16 16-03-36.626864.png,"['111.67', '184.11', '0.32']","['  0.00000', '  0.01009', ' -0.00000']",10,0,inf
2024-06-16 16-03-36.729889.png,"['111.68', '184.28', '0.32']","['  0.00000', '  0.00410', ' -0.00000']",10,0,inf
2024-06-16 16-03-36.833635.png,"['111.68', '184.78', '0.32']","[' -0.00000', ' -0.00378', ' -0.00000']",10,0,inf
2024-06-16 16-03-36.942826.png,"['111.68', '185.11', '0.32']","[' -0.00000', ' -0.00021', '  0.00000']",10,0,inf
2024-06-16 16-03-37.051758.png,"['111.68', '185.33', '0.32']","[' -0.00000', '  0.00121', '  0.00000']",10,0,inf
2024-06-16 16-03-37.155442.png,"['111.68', '185.64', '0.32']","['  0.00000', '  0.00085', '  0.00000']",10,0,inf
2024-06-16 16-03-37.259528.png,"['111.68', '185.89', '0.32']","['  0.00000', ' -0.00004', '  0.00000']",10,0,inf
2024-06-16 16-03-37.365091.png,"['111.68', '186.08', '0.32']","['  0.00000', ' -0.00040', ' -0.00000']",10,0,inf
2024-06-16 16-03-37.478872.png,"['111.69', '186.53', '0.32']","['  0.00000', ' -0.00010', ' -0.00000']",10,0,inf
2024-06-16 16-03-37.591979.png,"['111.69', '186.83', '0.32']","[' -0.00000', '  0.00014', ' -0.00000']",10,0,inf
2024-06-16 16-03-37.699015.png,"['111.69', '187.00', '0.32']","[' -0.00000', '  0.00014', ' -0.00000']",10,0,inf
2024-06-16 16-03-37.810441.png,"['111.69', '187.33', '0.32']","[' -0.00000', '  0.00001', '  0.00000']",10,0,inf
2024-06-16 16-03-37.926190.png,"['111.69', '187.61', '0.32']","[' -0.00000', ' -0.00005', '  0.00000']",10,0,inf
2024-06-16 16-03-38.037883.png,"['111.69', '187.97', '0.32']","['  0.00000', ' -0.00002', '  0.00000']",10,0,inf
2024-06-16 16-03-38.141380.png,"['111.69', '188.25', '0.32']","['  0.00000', '  0.00001', '  0.00000']",10,0,inf
2024-06-16 16-03-38.268643.png,"['111.69', '188.50', '0.32']","['  0.00000', '  0.00002', ' -0.00000']",10,0,inf
2024-06-16 16-03-38.370515.png,"['111.70', '189.03', '0.32']","[' -0.00000', ' -0.00001', ' -0.00000']",10,0,inf
2024-06-16 16-03-38.474627.png,"['111.70', '189.31', '0.32']","[' -0.00000', ' -0.00001', ' -0.00000']",10,0,inf
2024-06-16 16-03-38.577970.png,"['111.70', '189.47', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 16-03-38.683834.png,"['111.70', '189.83', '0.32']","[' -0.00000', '  0.00000', '  0.00000']",10,0,inf
2024-06-16 16-03-38.788416.png,"['111.70', '190.12', '0.32']","[' -0.00000', ' -0.03446', ' -0.00000']",15,0,inf
2024-06-16 16-03-38.891851.png,"['111.70', '190.34', '0.31']","['  0.00000', ' -0.03615', ' -0.00000']",20,0,inf
2024-06-16 16-03-38.997888.png,"['111.70', '190.85', '0.31']","['  0.00000', '  0.00415', ' -0.00000']",20,0,inf
2024-06-16 16-03-39.101066.png,"['111.71', '191.21', '0.31']","['  0.00000', '  0.01289', ' -0.00000']",20,0,inf
2024-06-16 16-03-39.208505.png,"['111.71', '191.52', '0.31']","['  0.00170', '  0.00829', '  0.00452']",20,-0.01,inf
2024-06-16 16-03-39.314762.png,"['111.71', '192.09', '0.31']","['  0.00076', ' -0.00254', '  0.01184']",20,-0.01,inf
2024-06-16 16-03-39.419670.png,"['111.71', '192.50', '0.31']","[' -0.00006', ' -0.00412', '  0.01425']",20,-0.01,inf
2024-06-16 16-03-39.527221.png,"['111.71', '192.99', '0.31']","[' -0.00066', '  0.01231', '  0.01812']",20,-0.01,inf
2024-06-16 16-03-39.632593.png,"['111.71', '193.88', '0.32']","['  0.00290', '  0.02393', '  0.03124']",20,-0.02,inf
2024-06-16 16-03-39.738076.png,"['111.71', '194.44', '0.32']","[' -0.00019', ' -0.00544', '  0.03465']",20,-0.02,inf
2024-06-16 16-03-39.849412.png,"['111.70', '194.88', '0.32']","[' -0.00065', ' -0.01293', '  0.03575']",20,-0.02,inf
2024-06-16 16-03-39.958760.png,"['111.70', '195.60', '0.32']","['  0.00317', ' -0.00239', '  0.04830']",20,-0.03,inf
2024-06-16 16-03-40.077686.png,"['111.69', '196.10', '0.32']","['  0.00380', '  0.00371', '  0.06277']",20,-0.04,inf
2024-06-16 16-03-40.181427.png,"['111.67', '196.66', '0.32']","['  0.00035', '  0.00321', '  0.06938']",20,-0.04,inf
2024-06-16 16-03-40.287397.png,"['111.65', '197.33', '0.32']","['  0.00236', ' -0.00029', '  0.08399']",20,-0.05,inf
2024-06-16 16-03-40.412513.png,"['111.63', '197.94', '0.32']","['  0.00054', ' -0.00123', '  0.08904']",20,-0.05,inf
2024-06-16 16-03-40.517095.png,"['111.60', '198.54', '0.32']","['  0.00266', ' -0.00005', '  0.10321']",20,-0.06,inf
2024-06-16 16-03-40.628015.png,"['111.56', '199.10', '0.32']","['  0.00335', '  0.00071', '  0.11929']",20,-0.07,inf
2024-06-16 16-03-40.731383.png,"['111.53', '199.54', '0.32']","['  0.00072', '  0.00049', '  0.12416']",20,-0.07,inf
2024-06-16 16-03-40.852955.png,"['111.47', '200.31', '0.32']","['  0.00200', '  0.00018', '  0.14112']",20,-0.08,inf
2024-06-16 16-03-40.958439.png,"['111.40', '200.97', '0.32']","['  0.00015', ' -0.00002', '  0.14482']",20,-0.08,inf
2024-06-16 16-03-41.065466.png,"['111.35', '201.36', '0.32']","['  0.00022', '  0.00010', '  0.14562']",20,-0.08,inf
2024-06-16 16-03-41.172400.png,"['111.26', '202.02', '0.32']","['  0.00072', '  0.00033', '  0.14616']",20,-0.08,inf
2024-06-16 16-03-41.276187.png,"['111.18', '202.57', '0.32']","['  0.00073', '  0.00035', '  0.14630']",20,-0.08,inf
2024-06-16 16-03-41.380541.png,"['111.12', '202.95', '0.32']","['  0.00066', '  0.00031', '  0.14635']",20,-0.08,inf
2024-06-16 16-03-41.493208.png,"['111.00', '203.60', '0.32']","['  0.00115', '  0.00036', '  0.15106']",20,-0.09,inf
2024-06-16 16-03-41.597707.png,"['110.91', '204.09', '0.32']","['  0.00320', '  0.00053', '  0.15938']",20,-0.09,inf
2024-06-16 16-03-41.706378.png,"['110.82', '204.53', '0.32']","['  0.00100', '  0.00029', '  0.16228']",20,-0.09,inf
2024-06-16 16-03-41.810793.png,"['110.66', '205.23', '0.32']","['  0.00016', '  0.00018', '  0.16401']",20,-0.09,inf
2024-06-16 16-03-41.928598.png,"['110.53', '205.76', '0.32']","['  0.00077', '  0.00031', '  0.16441']",20,-0.09,inf
2024-06-16 16-03-42.033190.png,"['110.41', '206.25', '0.32']","['  0.00087', '  0.00039', '  0.16455']",20,-0.09,inf
2024-06-16 16-03-42.144698.png,"['110.20', '206.99', '0.32']","['  0.00071', '  0.00038', '  0.16462']",20,-0.09,inf
2024-06-16 16-03-42.258433.png,"['110.07', '207.42', '0.32']","['  0.00071', '  0.00035', '  0.16463']",20,-0.09,inf
2024-06-16 16-03-42.368198.png,"['109.85', '208.10', '0.32']","['  0.00075', '  0.00034', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-42.470043.png,"['109.58', '208.89', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-42.574778.png,"['109.42', '209.30', '0.32']","['  0.00074', '  0.00036', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-42.683638.png,"['109.23', '209.82', '0.32']","['  0.00074', '  0.00036', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-42.797155.png,"['109.00', '210.38', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-42.911838.png,"['108.83', '210.79', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-43.013416.png,"['108.54', '211.45', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-43.125282.png,"['108.30', '211.95', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-43.233807.png,"['108.13', '212.30', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-43.345477.png,"['107.81', '212.94', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-43.451071.png,"['107.58', '213.38', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-43.556590.png,"['107.34', '213.82', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-43.660946.png,"['106.98', '214.44', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-43.781181.png,"['106.70', '214.92', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-43.891466.png,"['106.44', '215.34', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-44.010635.png,"['106.02', '216.00', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-44.133933.png,"['105.74', '216.41', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-44.240566.png,"['105.33', '217.00', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-44.347483.png,"['105.01', '217.45', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-44.450753.png,"['104.81', '217.71', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-44.555557.png,"['104.34', '218.33', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-44.672984.png,"['103.99', '218.76', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-44.782751.png,"['103.71', '219.10', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-44.894260.png,"['103.28', '219.61', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-45.001719.png,"['102.91', '220.02', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,inf
2024-06-16 16-03-45.108686.png,"['102.50', '220.47', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,48.76268762
2024-06-16 16-03-45.211804.png,"['102.16', '220.83', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,47.767813255472255
2024-06-16 16-03-45.318908.png,"['101.85', '221.15', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,47.47084225900294
2024-06-16 16-03-45.435576.png,"['101.53', '221.46', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,47.80975076138691
2024-06-16 16-03-45.542156.png,"['101.06', '221.92', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,48.33765191501164
2024-06-16 16-03-45.659539.png,"['100.77', '222.18', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,48.67413659174378
2024-06-16 16-03-45.773390.png,"['100.12', '222.78', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,49.27219125616568
2024-06-16 16-03-45.878186.png,"['99.66', '223.17', '0.32']","['  0.00074', '  0.00035', '  0.16464']",20,-0.09,47.61741338823804
2024-06-16 16-03-45.991222.png,"['99.36', '223.42', '0.32']","['  0.00119', '  0.00035', '  0.16382']",20,-0.08,46.62216936652432
2024-06-16 16-03-46.094651.png,"['98.89', '223.81', '0.32']","[' -0.00166', '  0.00003', '  0.14893']",20,-0.07,45.123675949777315
2024-06-16 16-03-46.208725.png,"['98.36', '224.22', '0.32']","[' -0.00092', '  0.00027', '  0.13400']",20,-0.07,43.65424883686933
2024-06-16 16-03-46.310806.png,"['98.01', '224.48', '0.32']","['  0.00138', '  0.00053', '  0.13075']",20,-0.07,42.72138190598674
2024-06-16 16-03-46.419710.png,"['97.52', '224.85', '0.32']","['  0.00113', '  0.00042', '  0.12898']",20,-0.07,41.69364305469141
2024-06-16 16-03-46.530226.png,"['97.03', '225.20', '0.32']","['  0.00040', '  0.00018', '  0.12840']",20,-0.07,41.37446207831514
2024-06-16 16-03-46.633222.png,"['96.62', '225.49', '0.32']","['  0.00060', '  0.00009', '  0.12551']",20,-0.06,41.546237895981264
2024-06-16 16-03-46.738643.png,"['96.16', '225.80', '0.32']","[' -0.00194', ' -0.00002', '  0.11514']",20,-0.06,41.707218120398544
2024-06-16 16-03-46.846975.png,"['95.70', '226.11', '0.32']","['  0.00069', '  0.00028', '  0.11178']",20,-0.06,41.85677714121618
2024-06-16 16-03-46.952177.png,"['95.33', '226.35', '0.32']","['  0.00121', '  0.00034', '  0.11071']",20,-0.06,41.97914881465414
2024-06-16 16-03-47.062703.png,"['94.44', '226.92', '0.32']","['  0.00035', '  0.00013', '  0.10997']",20,-0.06,42.30875773149716
2024-06-16 16-03-47.168251.png,"['93.96', '227.21', '0.32']","['  0.00046', '  0.00011', '  0.10989']",20,-0.06,42.50925059014464
2024-06-16 16-03-47.282012.png,"['93.58', '227.43', '0.32']","['  0.00053', '  0.00014', '  0.10986']",20,-0.06,42.682899424165946
2024-06-16 16-03-47.389081.png,"['93.01', '227.77', '0.32']","['  0.00050', '  0.00017', '  0.10985']",20,-0.06,42.96961588500546
2024-06-16 16-03-47.504772.png,"['92.62', '227.99', '0.32']","['  0.00049', '  0.00017', '  0.10984']",20,-0.06,43.17853540990265
2024-06-16 16-03-47.613038.png,"['92.09', '228.28', '0.32']","['  0.00049', '  0.00016', '  0.10984']",20,-0.06,inf
2024-06-16 16-03-47.717130.png,"['91.65', '228.52', '0.32']","['  0.00050', '  0.00015', '  0.10984']",20,-0.06,inf
2024-06-16 16-03-47.819970.png,"['91.31', '228.70', '0.32']","['  0.00095', '  0.00015', '  0.10901']",20,-0.05,inf
2024-06-16 16-03-47.932657.png,"['90.42', '229.15', '0.32']","[' -0.00133', '  0.00003', '  0.08776']",20,-0.04,inf
2024-06-16 16-03-48.038239.png,"['89.87', '229.42', '0.32']","[' -0.00064', '  0.00016', '  0.07801']",20,-0.04,inf
2024-06-16 16-03-48.145906.png,"['89.57', '229.57', '0.32']","['  0.00067', '  0.00023', '  0.07585']",20,-0.04,inf
2024-06-16 16-03-48.252643.png,"['88.97', '229.86', '0.32']","['  0.00078', '  0.00016', '  0.07402']",20,-0.04,inf
2024-06-16 16-03-48.364752.png,"['88.47', '230.09', '0.32']","['  0.00024', '  0.00005', '  0.07353']",20,-0.04,inf
2024-06-16 16-03-48.481058.png,"['88.01', '230.30', '0.32']","['  0.00023', '  0.00003', '  0.07336']",20,-0.04,inf
2024-06-16 16-03-48.587204.png,"['87.25', '230.64', '0.32']","['  0.00036', '  0.00007', '  0.07328']",20,-0.04,inf
2024-06-16 16-03-48.693651.png,"['86.74', '230.87', '0.32']","['  0.00034', '  0.00008', '  0.07326']",20,-0.04,inf
2024-06-16 16-03-48.810796.png,"['86.28', '231.06', '0.32']","['  0.00032', '  0.00008', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-48.916397.png,"['85.82', '231.26', '0.32']","['  0.00032', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-49.039870.png,"['85.31', '231.47', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-49.146850.png,"['84.28', '231.88', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-49.250457.png,"['83.82', '232.06', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-49.355224.png,"['83.50', '232.18', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-49.468806.png,"['82.83', '232.44', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-49.577305.png,"['82.31', '232.63', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-49.686769.png,"['81.84', '232.79', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-49.802082.png,"['81.00', '233.08', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-49.906378.png,"['80.47', '233.26', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.010332.png,"['80.05', '233.40', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.126272.png,"['79.26', '233.65', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.232222.png,"['78.78', '233.80', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.339069.png,"['78.35', '233.93', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.447399.png,"['77.82', '234.09', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.555948.png,"['77.34', '234.23', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.667598.png,"['76.38', '234.49', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.770730.png,"['75.79', '234.65', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.883902.png,"['75.41', '234.75', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-50.988949.png,"['74.77', '234.91', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-51.101799.png,"['74.17', '235.05', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-51.205459.png,"['73.74', '235.16', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-51.311329.png,"['73.09', '235.30', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-51.422355.png,"['72.55', '235.42', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-51.534586.png,"['72.17', '235.50', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-51.644660.png,"['71.52', '235.64', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-51.750585.png,"['70.97', '235.75', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-51.857660.png,"['70.43', '235.85', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-51.972118.png,"['69.77', '235.97', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-52.081282.png,"['69.34', '236.04', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-52.186693.png,"['68.90', '236.12', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-52.295598.png,"['68.18', '236.23', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-52.400566.png,"['67.64', '236.31', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-52.506816.png,"['67.14', '236.38', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-52.626973.png,"['66.37', '236.49', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-52.737135.png,"['65.88', '236.55', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-52.846938.png,"['65.27', '236.62', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-52.952310.png,"['64.72', '236.69', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-53.064915.png,"['64.33', '236.73', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-53.179014.png,"['63.28', '236.83', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-53.290126.png,"['62.62', '236.88', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-53.394069.png,"['62.23', '236.91', '0.32']","['  0.00033', '  0.00007', '  0.07325']",20,-0.04,inf
2024-06-16 16-03-53.511489.png,"['61.57', '236.96', '0.32']","[' -0.00234', ' -0.00007', '  0.06352']",20,-0.03,inf
2024-06-16 16-03-53.617943.png,"['61.01', '236.99', '0.32']","[' -0.00085', '  0.00003', '  0.05813']",20,-0.03,inf
2024-06-16 16-03-53.721840.png,"['60.51', '237.02', '0.32']","['  0.00090', '  0.00012', '  0.05623']",20,-0.03,inf
2024-06-16 16-03-53.826863.png,"['59.90', '237.05', '0.32']","['  0.00056', '  0.00009', '  0.05537']",20,-0.03,inf
2024-06-16 16-03-53.947254.png,"['59.40', '237.08', '0.32']","['  0.00013', '  0.00004', '  0.05511']",20,-0.03,inf
2024-06-16 16-03-54.054354.png,"['58.68', '237.11', '0.32']","['  0.00021', '  0.00002', '  0.05499']",20,-0.03,inf
